,Name,State,Category,Policy/Incentive Type,URL,Created,Last Updated
1037,Ocala Utility Services - Energy Efficiency Rebate Program,FL,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4237/ocala-utility-services-energy-efficiency-rebate-program,06/30/2010,05/21/2020
1038,Dominion Energy - Residential Solar Assisted Water Heating Rebate Program,UT,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3316/dominion-energy-residential-solar-assisted-water-heating-rebate-program,03/25/2009,05/21/2020
1039,Beaches Energy Services - Solar Water Heating Rebate Program,FL,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4438/beaches-energy-services-solar-water-heating-rebate-program,08/18/2009,05/20/2020
1040,Florida Keys Electric Cooperative - Residential Rebate Program,FL,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5241/florida-keys-electric-cooperative-residential-rebate-program,08/01/2012,05/19/2020
1041,City of Tallahassee Utilities - Residential Energy Efficiency Rebate Program,FL,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3029/city-of-tallahassee-utilities-residential-energy-efficiency-rebate-program,07/28/2008,05/19/2020
1042,Clallam County PUD - Residential Efficiency Rebate Program,WA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4222/clallam-county-pud-residential-efficiency-rebate-program,06/25/2010,05/15/2020
1043,Rocky Mountain Power - wattsmart Residential Efficiency Program,UT,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2364/rocky-mountain-power-wattsmart-residential-efficiency-program,12/11/2006,05/15/2020
1044,Fannie Mae Green Financing – Loan Program,US,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/5780/fannie-mae-green-financing-loan-program,05/28/2015,05/08/2020
1045,Spire Energy  - Residential High Efficiency Heating Rebate Program,MO,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3101/spire-energy-residential-high-efficiency-heating-rebate-program,10/28/2008,03/13/2020
1046,NYSERDA Retail Energy Storage Incentive Program,NY,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/22098/nyserda-retail-energy-storage-incentive-program,06/15/2019,02/26/2020
1047,NYSERDA Bulk Energy Storage Incentive Program,NY,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/22097/nyserda-bulk-energy-storage-incentive-program,06/13/2019,02/26/2020
1048,Local Option - Energy-Efficiency Improvement Loans,WI,Financial Incentive,PACE Financing,https://programs.dsireusa.org/system/program/detail/3538/local-option-energy-efficiency-improvement-loans,07/15/2009,02/25/2020
1049,City of Milwaukee - Milwaukee Shines Solar Financing,WI,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/4916/city-of-milwaukee-milwaukee-shines-solar-financing,07/15/2011,02/25/2020
1050,"NY-Sun PV Incentive Program (Residential, Low-Income, and Small Business)",NY,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/701/ny-sun-pv-incentive-program-residential-low-income-and-small-business,11/18/2002,12/06/2019
1051,City of Philadelphia - Solar Rebate Program,PA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/22110/city-of-philadelphia-solar-rebate-program,08/14/2019,08/14/2019
1052,Riverland Energy Cooperative - Residential Energy Efficiency Rebate Program,WI,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3195/riverland-energy-cooperative-residential-energy-efficiency-rebate-program,01/01/2009,07/11/2019
1053,Lighting Discount Program,WI,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5769/lighting-discount-program,05/15/2015,07/11/2019
1054,Midwest Energy (Gas and Electric) - How$mart Energy Efficiency Finance Program,KS,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/3187/midwest-energy-gas-and-electric-how-mart-energy-efficiency-finance-program,12/19/2008,07/08/2019
1055,Kansas City Board of Public Utilities - Commercial Energy Efficiency Rebate Program,KS,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3294/kansas-city-board-of-public-utilities-commercial-energy-efficiency-rebate-program,03/11/2009,07/08/2019
1056,Columbia River PUD - Solar PV Net Metering Rebate,OR,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/22109/columbia-river-pud-solar-pv-net-metering-rebate,07/02/2019,07/02/2019
1057,Orlando Utilities Commission - Solar Programs,FL,Financial Incentive,Performance-Based Incentive,https://programs.dsireusa.org/system/program/detail/2867/orlando-utilities-commission-solar-programs,02/08/2008,07/01/2019
1058,Marin County Residential Rebate Program,CA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/22107/marin-county-residential-rebate-program,07/01/2019,07/01/2019
1059,Cedarburg Light & Water Utility - Residential Energy Efficiency Rebate Program,WI,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2041/cedarburg-light-water-utility-residential-energy-efficiency-rebate-program,08/25/2006,06/27/2019
1060,Marshfield Utilities - Heat Pump Rebate Program,WI,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2051/marshfield-utilities-heat-pump-rebate-program,08/28/2006,06/27/2019
1061,Norwich Public Utilities (Gas) - Residential Energy Efficiency Rebate Program,CT,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4572/norwich-public-utilities-gas-residential-energy-efficiency-rebate-program,11/04/2008,06/27/2019
1062,The United Illuminating Company - ZREC and LREC Long Term Contracts,CT,Financial Incentive,Solar Renewable Energy Credit Program,https://programs.dsireusa.org/system/program/detail/5693/the-united-illuminating-company-zrec-and-lrec-long-term-contracts,02/23/2015,06/27/2019
1063,Murfreesboro Electric Department - Residential Heat Pump Loan Program,TN,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/1982/murfreesboro-electric-department-residential-heat-pump-loan-program,08/18/2006,06/27/2019
1064,Murfreesboro Electric Department - Energy Efficiency Rebate Program,TN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1983/murfreesboro-electric-department-energy-efficiency-rebate-program,08/18/2006,06/26/2019
1065,Electric Power Board of Chattanooga - Energy Efficient New Homes Program for Builders & Developers,TN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1966/electric-power-board-of-chattanooga-energy-efficient-new-homes-program-for-builders-developers,08/17/2006,06/26/2019
1066,Columbia Water & Light - Residential HVAC Rebates,MO,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2434/columbia-water-light-residential-hvac-rebates,03/12/2007,06/26/2019
1067,Atmos Energy (Gas) Industrial and Commercial  Rebate Program,MS,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/21868/atmos-energy-gas-industrial-and-commercial-rebate-program,03/20/2017,06/26/2019
1068,Atmos Energy (Gas) Residential Appliance Rebate Program,MS,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/21867/atmos-energy-gas-residential-appliance-rebate-program,03/20/2017,06/26/2019
1069,Entergy Mississippi- Commercial Energy Efficiency Program,MS,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5794/entergy-mississippi-commercial-energy-efficiency-program,06/29/2015,06/26/2019
1070,Missouri Rural Electric Cooperative - Residential Energy Efficiency Rebate Program,MO,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4482/missouri-rural-electric-cooperative-residential-energy-efficiency-rebate-program,12/08/2010,06/26/2019
1071,Coast Electric Power Association - Comfort Advantage Home Program,MS,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2222/coast-electric-power-association-comfort-advantage-home-program,09/19/2006,06/26/2019
1072,Citizens Electric Corporation - Residential Energy Efficiency Rebate Program,MO,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3985/citizens-electric-corporation-residential-energy-efficiency-rebate-program,02/17/2010,06/26/2019
1073,Singing River Electric Power Association - Comfort Advantage Home Program,MS,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2961/singing-river-electric-power-association-comfort-advantage-home-program,06/03/2008,06/26/2019
1074,White River Valley Electric Cooperative - Energy Efficiency Rebate Program,MO,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3405/white-river-valley-electric-cooperative-energy-efficiency-rebate-program,05/29/2009,06/26/2019
1075,Intercounty Electric Cooperative - Energy Efficiency Rebate Program,MO,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2182/intercounty-electric-cooperative-energy-efficiency-rebate-program,09/15/2006,06/25/2019
1076,Cuivre River Electric - Energy Efficiency Rebate Programs,MO,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3578/cuivre-river-electric-energy-efficiency-rebate-programs,08/05/2009,06/25/2019
1077,Southwest Electric Cooperative - Energy Efficiency Rebate Program,MO,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3579/southwest-electric-cooperative-energy-efficiency-rebate-program,08/06/2009,06/25/2019
1078,Ozark Border Electric Cooperative - Residential Energy Efficiency Rebate Program,MO,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2181/ozark-border-electric-cooperative-residential-energy-efficiency-rebate-program,09/15/2006,06/25/2019
1079,Co-Mo Electric Cooperative - Energy Efficiency Rebate Program,MO,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2188/co-mo-electric-cooperative-energy-efficiency-rebate-program,09/15/2006,06/25/2019
1080,Carbon Power & Light - Residential Energy Efficiency Rebate Program,WY,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2290/carbon-power-light-residential-energy-efficiency-rebate-program,09/25/2006,06/24/2019
1081,Spire - Residential Rebates,MO,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3897/spire-residential-rebates,01/12/2010,06/21/2019
1082,Burlington Electric Department - Residential Energy Efficiency Rebate Program,VT,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4636/burlington-electric-department-residential-energy-efficiency-rebate-program,10/07/2009,06/20/2019
1083,Burlington Electric Department - Multi-Family Rental Energy Efficiency Rebate Program,VT,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3724/burlington-electric-department-multi-family-rental-energy-efficiency-rebate-program,10/07/2009,06/20/2019
1084,Vermont Gas - Residential Energy Efficiency Program,VT,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1344/vermont-gas-residential-energy-efficiency-program,04/17/2006,06/20/2019
1085,Vermont Gas - Residential Energy Efficiency Loan Program,VT,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/1345/vermont-gas-residential-energy-efficiency-loan-program,04/17/2006,06/20/2019
1086,Oklahoma Natural Gas - Residential Efficiency Rebates,OK,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5015/oklahoma-natural-gas-residential-efficiency-rebates,05/24/2011,06/19/2019
1087,AEP Public Service Company of Oklahoma - Residential Efficiency Rebate Program,OK,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3823/aep-public-service-company-of-oklahoma-residential-efficiency-rebate-program,12/11/2009,06/19/2019
1088,Sustainable Energy Utility - Commercial and Multifamily Energy Efficiency Rebate Program,DC,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/22092/sustainable-energy-utility-commercial-and-multifamily-energy-efficiency-rebate-program,06/10/2019,06/10/2019
1089,Be SMART Home Energy Loan Program,MD,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/4886/be-smart-home-energy-loan-program,06/27/2011,05/29/2019
1090,DHCD Net Zero Construction Loan Program,MD,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/22085/dhcd-net-zero-construction-loan-program,05/29/2019,05/29/2019
1091,Washington Gas - Residential Energy Efficiency Rebate Program,VA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4474/washington-gas-residential-energy-efficiency-rebate-program,12/01/2010,05/16/2019
