,Name,State,Category,Policy/Incentive Type,URL,Created,Last Updated
902,Renewable Rewards Program,WI,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/740/renewable-rewards-program,03/19/2002,03/12/2021
903,Uniform Capacity Tax and Exemption for Solar,VT,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/5209/uniform-capacity-tax-and-exemption-for-solar,06/18/2012,03/12/2021
904,La Plata Electric Association - Renewable Generation Rebate Program,CO,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2607/la-plata-electric-association-renewable-generation-rebate-program,06/14/2007,03/12/2021
905,Local Option - Property Tax Exemption,VT,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/45/local-option-property-tax-exemption,01/01/2000,03/12/2021
906,Renewable Energy Systems Sales Tax Exemption,VT,Financial Incentive,Sales Tax Incentive,https://programs.dsireusa.org/system/program/detail/44/renewable-energy-systems-sales-tax-exemption,01/01/2000,03/11/2021
907,Solar Energy Sales Tax Exemption,NJ,Financial Incentive,Sales Tax Incentive,https://programs.dsireusa.org/system/program/detail/219/solar-energy-sales-tax-exemption,01/01/2000,03/10/2021
908,Property Tax Exemption for Renewable Energy Systems,NJ,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/3100/property-tax-exemption-for-renewable-energy-systems,10/24/2008,03/10/2021
909,Renewable Energy Property Tax Exemption,MA,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/146/renewable-energy-property-tax-exemption,01/01/2000,03/10/2021
910,Solar Energy Sales Tax Exemption,MN,Financial Incentive,Sales Tax Incentive,https://programs.dsireusa.org/system/program/detail/1218/solar-energy-sales-tax-exemption,07/14/2005,03/09/2021
911,Rochester Public Utilities - Solar Rebate Program,MN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4331/rochester-public-utilities-solar-rebate-program,09/08/2010,03/09/2021
912,Owatanna Public Utilities - Solar Rebate Program,MN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4334/owatanna-public-utilities-solar-rebate-program,09/10/2010,03/09/2021
913,Wind and Solar-Electric (PV) Systems Exemption,MN,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/151/wind-and-solar-electric-pv-systems-exemption,01/01/2000,03/09/2021
914,Taunton Municipal Lighting Plant - Residential Energy Star Appliance Rebate Program,MA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4561/taunton-municipal-lighting-plant-residential-energy-star-appliance-rebate-program,08/08/2010,02/27/2021
915,Adams Electric Cooperative - Energy Efficiency Loan Program,PA,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/2111/adams-electric-cooperative-energy-efficiency-loan-program,09/01/2006,02/27/2021
916,Lincoln Electric System - Sustainable Energy Program,NE,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3332/lincoln-electric-system-sustainable-energy-program,04/06/2009,02/22/2021
917,Jay County REMC - Water Heater Rebate Program,IN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2682/jay-county-remc-water-heater-rebate-program,08/20/2007,02/05/2021
918,New Mexico Gas Company - Residential Efficiency Programs,NM,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4619/new-mexico-gas-company-residential-efficiency-programs,02/09/2011,02/05/2021
919,New Smyrna Beach - Residential Energy Efficiency Rebate Program,FL,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3763/new-smyrna-beach-residential-energy-efficiency-rebate-program,11/18/2009,01/15/2021
920,PNM - Residential Energy Efficiency Rebate Program,NM,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2990/pnm-residential-energy-efficiency-rebate-program,07/03/2008,01/14/2021
921,Low-Interest Energy Loan Programs,ID,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/207/low-interest-energy-loan-programs,01/01/2000,01/07/2021
922,City of Winter Park Residential Rebate Program,FL,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5398/city-of-winter-park-residential-rebate-program,03/19/2013,12/18/2020
923,EnergySpark Home Loan,WA,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/5800/energyspark-home-loan,07/08/2015,12/10/2020
924,Seattle HomeWise: Weatherization,WA,Financial Incentive,Grant Program,https://programs.dsireusa.org/system/program/detail/5622/seattle-homewise-weatherization,11/21/2014,12/04/2020
925,Income Tax Deduction for Energy-Efficient Products,VA,Financial Incentive,Personal Tax Deduction,https://programs.dsireusa.org/system/program/detail/4362/income-tax-deduction-for-energy-efficient-products,09/28/2010,12/04/2020
926,Summit County - Energy Smart Colorado Energy Efficiency Rebate Program,CO,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5562/summit-county-energy-smart-colorado-energy-efficiency-rebate-program,10/09/2014,11/23/2020
927,Local Option - Municipal Energy Districts,CA,Financial Incentive,PACE Financing,https://programs.dsireusa.org/system/program/detail/3527/local-option-municipal-energy-districts,07/14/2009,10/29/2020
928,City of Sunset Valley - PV Rebate Program,TX,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3727/city-of-sunset-valley-pv-rebate-program,10/09/2009,10/16/2020
929,City of Sunset Valley - Solar Water Heating Rebate Program,TX,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3735/city-of-sunset-valley-solar-water-heating-rebate-program,10/23/2009,10/16/2020
930,Local Option - Clean Energy Financing,VA,Financial Incentive,PACE Financing,https://programs.dsireusa.org/system/program/detail/3531/local-option-clean-energy-financing,07/15/2009,08/20/2020
931,Association Loan Program,AK,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/1499/association-loan-program,05/18/2006,08/14/2020
932,Second Mortgage Program for Energy Conservation,AK,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/2994/second-mortgage-program-for-energy-conservation,07/07/2008,08/14/2020
933,Energy Efficiency Interest Rate Reduction Program,AK,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/1497/energy-efficiency-interest-rate-reduction-program,05/18/2006,08/13/2020
934,Small Building Material Loan,AK,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/1498/small-building-material-loan,05/18/2006,08/13/2020
935,Oklahoma City - Green Home Loan Program,OK,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/4477/oklahoma-city-green-home-loan-program,12/06/2010,08/13/2020
936,Hamilton County - Home Improvement Program,OH,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/3259/hamilton-county-home-improvement-program,02/11/2009,08/12/2020
937,NY-Sun Loan Program,NY,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/5540/ny-sun-loan-program,09/03/2014,08/07/2020
938,Dollar and Energy Savings Loans,NE,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/214/dollar-and-energy-savings-loans,01/01/2000,08/07/2020
939,City and County of Denver - Elevations Energy Loans,CO,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/5307/city-and-county-of-denver-elevations-energy-loans,09/26/2012,08/06/2020
940,City of Milwaukee - Energy Efficiency (Me2) Loan Program,WI,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/4660/city-of-milwaukee-energy-efficiency-me2-loan-program,03/02/2011,08/05/2020
941,Energy-Efficient Mortgages,US,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/742/energy-efficient-mortgages,03/21/2002,08/05/2020
942,South Alabama Electric Cooperative - Residential Energy Efficiency Loan Program,AL,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/1990/south-alabama-electric-cooperative-residential-energy-efficiency-loan-program,08/18/2006,07/31/2020
943,Central Alabama Electric Cooperative - Residential Energy Efficiency Rebate Program,AL,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1958/central-alabama-electric-cooperative-residential-energy-efficiency-rebate-program,08/17/2006,07/31/2020
944,Wiregrass Electric Cooperative - H2O Plus Program,AL,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2024/wiregrass-electric-cooperative-h2o-plus-program,08/24/2006,07/31/2020
945,Snohomish County PUD No 1 - Build with Energy Star Program,WA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3174/snohomish-county-pud-no-1-build-with-energy-star-program,12/10/2008,07/31/2020
946,Peninsula Light Company - Residential Energy Efficiency  Rebate Program,WA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4227/peninsula-light-company-residential-energy-efficiency-rebate-program,06/28/2010,07/31/2020
947,Clark Public Utilities - Residential Weatherization Loan Program,WA,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/2072/clark-public-utilities-residential-weatherization-loan-program,08/28/2006,07/31/2020
948,Clark Public Utilities - Residential Heat Pump Loan Program,WA,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/2073/clark-public-utilities-residential-heat-pump-loan-program,08/28/2006,07/31/2020
949,Montana-Dakota Utilities (Gas) - Residential Energy Efficiency Rebate Program,SD,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3918/montana-dakota-utilities-gas-residential-energy-efficiency-rebate-program,01/19/2010,07/31/2020
950,Renewable Energy Sales and Use Tax Exemption,WA,Financial Incentive,Sales Tax Incentive,https://programs.dsireusa.org/system/program/detail/576/renewable-energy-sales-and-use-tax-exemption,05/18/2001,07/31/2020
951,Home Energy Solutions Loan Program,CT,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/5739/home-energy-solutions-loan-program,04/20/2015,07/31/2020
952,Residential Wood Heating Fuel Exemption,NY,Financial Incentive,Sales Tax Incentive,https://programs.dsireusa.org/system/program/detail/4874/residential-wood-heating-fuel-exemption,06/20/2011,07/31/2020
953,Local Option - Solar Sales Tax Exemption,NY,Financial Incentive,Sales Tax Incentive,https://programs.dsireusa.org/system/program/detail/4857/local-option-solar-sales-tax-exemption,06/08/2011,07/31/2020
954,Solar Sales Tax Exemption,NY,Financial Incentive,Sales Tax Incentive,https://programs.dsireusa.org/system/program/detail/1234/solar-sales-tax-exemption,08/10/2005,07/31/2020
955,Wind Energy Sales Tax Exemption,MN,Financial Incentive,Sales Tax Incentive,https://programs.dsireusa.org/system/program/detail/601/wind-energy-sales-tax-exemption,11/29/2001,07/31/2020
956,Biomass Sales and Use Tax Exemption,GA,Financial Incentive,Sales Tax Incentive,https://programs.dsireusa.org/system/program/detail/1952/biomass-sales-and-use-tax-exemption,08/11/2006,07/31/2020
957,Sales and Use Tax Exemption for Energy-Efficient Products,CT,Financial Incentive,Sales Tax Incentive,https://programs.dsireusa.org/system/program/detail/1247/sales-and-use-tax-exemption-for-energy-efficient-products,11/09/2005,07/31/2020
958,Southeastern Electric - Residential Energy Efficiency Rebate Program,SD,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5138/southeastern-electric-residential-energy-efficiency-rebate-program,03/15/2007,07/31/2020
959,Southeastern Electric Cooperative - Electric Equipment Loan Program,SD,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/2445/southeastern-electric-cooperative-electric-equipment-loan-program,03/15/2007,07/31/2020
960,Black Hills Energy - Residential Customer Rebate Program,SD,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1492/black-hills-energy-residential-customer-rebate-program,05/17/2006,07/31/2020
961,Otter Tail Power Company - Residential and Commercial Energy Efficiency Rebate Program,SD,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3146/otter-tail-power-company-residential-and-commercial-energy-efficiency-rebate-program,11/19/2008,07/31/2020
962,Snohomish County PUD No 1 - Residential Energy Efficiency Rebate Program,WA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2237/snohomish-county-pud-no-1-residential-energy-efficiency-rebate-program,09/20/2006,07/31/2020
963,Duluth Comfort Systems - Residential Energy Efficiency Loan Program,MN,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/4687/duluth-comfort-systems-residential-energy-efficiency-loan-program,03/09/2011,07/28/2020
964,Energy Conservation Loan,CT,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/196/energy-conservation-loan,01/01/2000,07/27/2020
965,Local Option - Local Improvement Districts,OR,Financial Incentive,PACE Financing,https://programs.dsireusa.org/system/program/detail/3561/local-option-local-improvement-districts,07/28/2009,07/24/2020
966,Wood Heating Fuel Exemption,MD,Financial Incentive,Sales Tax Incentive,https://programs.dsireusa.org/system/program/detail/143/wood-heating-fuel-exemption,01/01/2000,07/24/2020
967,High Performance Buildings Incentive Program,PA,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/3602/high-performance-buildings-incentive-program,08/11/2009,07/21/2020
968,City of Lauderhill - Revolving Loan Program,FL,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/5223/city-of-lauderhill-revolving-loan-program,07/13/2012,07/21/2020
969,New York City - Residential Solar Sales Tax Exemption,NY,Financial Incentive,Sales Tax Incentive,https://programs.dsireusa.org/system/program/detail/4703/new-york-city-residential-solar-sales-tax-exemption,03/21/2011,07/20/2020
970,Green Infrastructure Bonds,HI,Financial Incentive,Bond Program,https://programs.dsireusa.org/system/program/detail/5437/green-infrastructure-bonds,08/01/2013,07/20/2020
971,Priority Permit Processing for Green Buildings,HI,Financial Incentive,Green Building Incentive,https://programs.dsireusa.org/system/program/detail/2287/priority-permit-processing-for-green-buildings,09/25/2006,07/20/2020
972,GreenSun Hawaii,HI,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/5102/greensun-hawaii,02/03/2012,07/15/2020
973,City and County of Honolulu - Solar Loan Program,HI,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/943/city-and-county-of-honolulu-solar-loan-program,06/11/2003,07/15/2020
974,Active Solar Heating and Cooling Systems Exemption,NC,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/183/active-solar-heating-and-cooling-systems-exemption,01/01/2000,07/13/2020
975,Property Tax Abatement for Green Buildings,NV,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/1229/property-tax-abatement-for-green-buildings,07/28/2005,07/13/2020
976,Energy Conservation Improvements Property Tax Exemption,NY,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/22072/energy-conservation-improvements-property-tax-exemption,03/27/2019,07/13/2020
977,Local Option - Real Property Tax Exemption for Green Buildings,NY,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/5249/local-option-real-property-tax-exemption-for-green-buildings,08/02/2012,07/13/2020
978,Energy Conservation Improvements Property Tax Exemption,NY,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/1596/energy-conservation-improvements-property-tax-exemption,06/12/2006,07/12/2020
979,"Local Option - Solar, Wind & Biomass Energy Systems Exemption",NY,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/192/local-option-solar-wind-biomass-energy-systems-exemption,11/26/2001,07/12/2020
980,City of Cincinnati - Property Tax Abatement for Green Buildings,OH,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/2809/city-of-cincinnati-property-tax-abatement-for-green-buildings,11/20/2007,07/11/2020
981,Local Option - Property Tax Exemption for Renewable Energy Systems,RI,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/2801/local-option-property-tax-exemption-for-renewable-energy-systems,11/13/2007,07/11/2020
982,Mason County PUD 3 - Residential Energy Rebates,WA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2197/mason-county-pud-3-residential-energy-rebates,09/18/2006,07/11/2020
983,City of Cleveland - Residential Property Tax Abatement for Green Buildings,OH,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/4146/city-of-cleveland-residential-property-tax-abatement-for-green-buildings,05/12/2010,07/11/2020
984,Okanogan County PUD - Residential Energy Efficiency Rebate Program,WA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2214/okanogan-county-pud-residential-energy-efficiency-rebate-program,09/18/2006,07/09/2020
985,Baltimore County - Property Tax Credit for Solar and Geothermal Devices,MD,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/5042/baltimore-county-property-tax-credit-for-solar-and-geothermal-devices,11/07/2011,07/07/2020
986,Anne Arundel County - Solar and Geothermal Equipment Property Tax Credits,MD,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/2908/anne-arundel-county-solar-and-geothermal-equipment-property-tax-credits,04/04/2008,07/07/2020
987,Prince George's County - Solar and Geothermal Residential Property Tax Credit,MD,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/3106/prince-george-s-county-solar-and-geothermal-residential-property-tax-credit,10/30/2008,07/06/2020
988,Harford County - Property Tax Credit for Solar and Geothermal Devices,MD,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/2832/harford-county-property-tax-credit-for-solar-and-geothermal-devices,12/17/2007,07/06/2020
989,Anne Arundel County - High Performance Dwelling Property Tax Credit,MD,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/4577/anne-arundel-county-high-performance-dwelling-property-tax-credit,01/28/2011,07/06/2020
990,Montgomery County - Residential Energy Conservation Property Tax Credit,MD,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/3107/montgomery-county-residential-energy-conservation-property-tax-credit,10/30/2008,07/03/2020
991,Montgomery County - High Performance Building Property Tax Credit,MD,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/3246/montgomery-county-high-performance-building-property-tax-credit,02/04/2009,07/03/2020
992,Local Option - Property Tax Credit for High Performance Buildings,MD,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/2363/local-option-property-tax-credit-for-high-performance-buildings,12/08/2006,07/03/2020
993,Baltimore County - Property Tax Credit for High Performance Buildings and Homes,MD,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/4341/baltimore-county-property-tax-credit-for-high-performance-buildings-and-homes,09/15/2010,07/03/2020
994,Franklin County PUD - Energy Efficiency Rebate Program,WA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2080/franklin-county-pud-energy-efficiency-rebate-program,08/28/2006,07/03/2020
995,Howard County - High Performance and Green Building Property Tax Credit,MD,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/3559/howard-county-high-performance-and-green-building-property-tax-credit,07/24/2009,07/02/2020
996,Local Option - Property Tax Credit for Renewables and Energy Conservation Devices,MD,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/232/local-option-property-tax-credit-for-renewables-and-energy-conservation-devices,01/01/2000,07/02/2020
997,Local Option - Special Assessment of Wind Energy Devices,IA,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/142/local-option-special-assessment-of-wind-energy-devices,01/01/2000,06/29/2020
998,Methane Gas Conversion Property Tax Exemption,IA,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/185/methane-gas-conversion-property-tax-exemption,01/01/2000,06/29/2020
999,Local Option- Renewable Energy Machinery and Tools Property Tax Exemption,VA,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/5723/local-option-renewable-energy-machinery-and-tools-property-tax-exemption,03/26/2015,06/29/2020
1000,Local Option - Property Tax Assessment for Energy Efficient Buildings,VA,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/2983/local-option-property-tax-assessment-for-energy-efficient-buildings,06/24/2008,06/29/2020
1001,U.S. Virgin Islands Property Tax Incentive,VI,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/5498/u-s-virgin-islands-property-tax-incentive,06/25/2014,06/29/2020
1002,Orcas Power & Light - Residential Energy Efficiency Rebate Program,WA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2130/orcas-power-light-residential-energy-efficiency-rebate-program,09/06/2006,06/27/2020
1003,Clark Public Utilities - Residential Energy Efficiency Rebate Program,WA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2639/clark-public-utilities-residential-energy-efficiency-rebate-program,07/27/2007,06/27/2020
1004,Waseca Utilities - Residential Energy Efficiency Rebate Program,MN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2590/waseca-utilities-residential-energy-efficiency-rebate-program,06/01/2007,06/26/2020
1005,Florida Public Utilities (Gas) - Residential Energy Efficiency Rebate Programs,FL,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3695/florida-public-utilities-gas-residential-energy-efficiency-rebate-programs,09/23/2009,06/26/2020
1006,Florida Public Utilities - Residential HVAC Rebate Program,FL,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3692/florida-public-utilities-residential-hvac-rebate-program,09/23/2009,06/26/2020
1007,City and County of Honolulu - Real Property Tax Exemption for Alternative Energy Improvements,HI,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/3684/city-and-county-of-honolulu-real-property-tax-exemption-for-alternative-energy-improvements,09/23/2009,06/25/2020
1008,CenterPoint Energy (Gas) - Residential Efficiency Rebates,OK,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4842/centerpoint-energy-gas-residential-efficiency-rebates,05/24/2011,06/19/2020
1009,PSE&G - Residential Efficiency Program,NJ,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3907/pse-g-residential-efficiency-program,01/15/2010,06/19/2020
1010,Gulf Power - Residential Energy Efficiency Programs,FL,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2817/gulf-power-residential-energy-efficiency-programs,12/03/2007,06/19/2020
1011,Rocky Mountain Power - wattsmart Residential Efficiency Program,ID,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2410/rocky-mountain-power-wattsmart-residential-efficiency-program,03/06/2007,06/19/2020
1012,Local Option- Property Tax Exemption for Renewable Energy Faclities,AL,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/5943/local-option-property-tax-exemption-for-renewable-energy-faclities,11/16/2016,06/19/2020
1013,Lewis County PUD - Loans for Energy Efficiency Program,WA,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/5804/lewis-county-pud-loans-for-energy-efficiency-program,07/13/2015,06/19/2020
1014,Rocky Mountain Power - WattSmart Residential Efficiency Program,WY,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3326/rocky-mountain-power-wattsmart-residential-efficiency-program,04/01/2009,06/19/2020
1015,Philadelphia Gas Works - Residential and Commercial Construction Incentives Program,PA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5354/philadelphia-gas-works-residential-and-commercial-construction-incentives-program,12/13/2012,06/19/2020
1016,Southern Power District - Residential Energy Efficiency Rebate Programs,NE,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3625/southern-power-district-residential-energy-efficiency-rebate-programs,08/20/2009,06/18/2020
1017,Lewis County PUD - Residential Energy Efficiency Rebate Program,WA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5759/lewis-county-pud-residential-energy-efficiency-rebate-program,05/12/2015,06/16/2020
1018,Idaho Falls Power - Residential Energy Efficiency Rebate Program,ID,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4048/idaho-falls-power-residential-energy-efficiency-rebate-program,03/24/2010,06/11/2020
1019,Idaho Falls Power - Residential Energy Efficiency Loan Program,ID,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/2031/idaho-falls-power-residential-energy-efficiency-loan-program,08/24/2006,06/11/2020
1020,Cowlitz County PUD - Residential Energy Efficiency Rebate Program,WA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2075/cowlitz-county-pud-residential-energy-efficiency-rebate-program,08/28/2006,06/11/2020
1021,Pend Oreille PUD - Residential Energy Efficiency Rebate Program,WA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4599/pend-oreille-pud-residential-energy-efficiency-rebate-program,09/18/2006,06/11/2020
1022,Vera Water & Power - Residential Energy Efficiency Rebate Program,WA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2241/vera-water-power-residential-energy-efficiency-rebate-program,09/20/2006,06/10/2020
1023,Entergy Mississippi- Residential Energy Efficiency Program,MS,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5793/entergy-mississippi-residential-energy-efficiency-program,06/29/2015,06/05/2020
1024,Alabama Power - Residential Heat Pump Loan Program,AL,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/1469/alabama-power-residential-heat-pump-loan-program,05/08/2006,06/05/2020
1025,Red River Valley REA - Heat Pump Loan Program,OK,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/3066/red-river-valley-rea-heat-pump-loan-program,09/10/2008,06/05/2020
1026,Duquesne Light Company - Residential Energy Efficiency Program,PA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3876/duquesne-light-company-residential-energy-efficiency-program,01/05/2010,06/04/2020
1027,Columbia Water & Light - Home Performance with ENERGY STAR Loan,MO,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/2408/columbia-water-light-home-performance-with-energy-star-loan,03/06/2007,06/04/2020
1028,JEA - Commercial Energy Efficiency Rebate Program,FL,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4608/jea-commercial-energy-efficiency-rebate-program,08/18/2009,05/27/2020
1029,JEA - Solar Incentive Program,FL,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/404/jea-solar-incentive-program,05/01/2002,05/27/2020
1030,Clark Public Utilities - Solar Energy Equipment Loan,WA,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/1241/clark-public-utilities-solar-energy-equipment-loan,09/20/2005,05/21/2020
1031,Fort Pierce Utilities Authority - Solar Water Heating Rebate,FL,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5166/fort-pierce-utilities-authority-solar-water-heating-rebate,04/27/2012,05/21/2020
1032,City of Tallahassee Utilities - Solar Water Heating Rebate,FL,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2847/city-of-tallahassee-utilities-solar-water-heating-rebate,01/22/2008,05/21/2020
1033,Fort Pierce Utilities Authority - Residential Energy Efficiency Rebate Program,FL,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3619/fort-pierce-utilities-authority-residential-energy-efficiency-rebate-program,08/18/2009,05/21/2020
1034,"Clay Electric Cooperative, Inc - Solar Thermal Loans",FL,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/3060/clay-electric-cooperative-inc-solar-thermal-loans,09/07/2008,05/21/2020
1035,"Clay Electric Cooperative, Inc - Energy Smart Solar Water Heater Rebate Program",FL,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2735/clay-electric-cooperative-inc-energy-smart-solar-water-heater-rebate-program,10/04/2007,05/21/2020
1036,Ocala Utility Services - Solar Hot Water Heating Rebate Program,FL,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4290/ocala-utility-services-solar-hot-water-heating-rebate-program,08/13/2010,05/21/2020
